9.149999916553497314e-02,5.696666836738586426e-01,7.318333387374877930e-01,7.591666579246520996e-01,7.763333320617675781e-01,7.898333072662353516e-01,7.969999909400939941e-01,8.016666769981384277e-01,8.081666827201843262e-01,8.115000128746032715e-01,8.125000000000000000e-01,8.140000104904174805e-01,8.141666650772094727e-01,8.143333196640014648e-01,8.146666884422302246e-01,8.149999976158142090e-01,8.149999976158142090e-01,8.149999976158142090e-01,8.153333067893981934e-01,8.155000209808349609e-01,8.156666755676269531e-01,0.000000000000000000e+00
1.120000034570693970e-01,5.264999866485595703e-01,6.953333616256713867e-01,7.523333430290222168e-01,7.749999761581420898e-01,7.891666889190673828e-01,7.991666793823242188e-01,8.050000071525573730e-01,8.111666440963745117e-01,8.143333196640014648e-01,8.161666393280029297e-01,8.180000185966491699e-01,8.178333044052124023e-01,8.190000057220458984e-01,8.186666369438171387e-01,8.188333511352539062e-01,8.186666369438171387e-01,8.186666369438171387e-01,8.186666369438171387e-01,8.186666369438171387e-01,8.188333511352539062e-01,0.000000000000000000e+00
6.816666573286056519e-02,5.874999761581420898e-01,7.276666760444641113e-01,7.731666564941406250e-01,7.931666374206542969e-01,8.028333187103271484e-01,8.086666464805603027e-01,8.143333196640014648e-01,8.184999823570251465e-01,8.213333487510681152e-01,8.228333592414855957e-01,8.259999752044677734e-01,8.264999985694885254e-01,8.278333544731140137e-01,8.281666636466979980e-01,8.283333182334899902e-01,8.286666870117187500e-01,8.284999728202819824e-01,8.284999728202819824e-01,8.288333415985107422e-01,8.289999961853027344e-01,0.000000000000000000e+00
1.008333340287208557e-01,6.263333559036254883e-01,7.283333539962768555e-01,7.570000290870666504e-01,7.714999914169311523e-01,7.808333039283752441e-01,7.900000214576721191e-01,7.936666607856750488e-01,7.994999885559082031e-01,8.026666641235351562e-01,8.041666746139526367e-01,8.076666593551635742e-01,8.065000176429748535e-01,8.063333630561828613e-01,8.065000176429748535e-01,8.061666488647460938e-01,8.061666488647460938e-01,8.061666488647460938e-01,8.061666488647460938e-01,8.058333396911621094e-01,8.056666851043701172e-01,0.000000000000000000e+00
1.023333296179771423e-01,5.665000081062316895e-01,7.081666588783264160e-01,7.459999918937683105e-01,7.618333101272583008e-01,7.724999785423278809e-01,7.789999842643737793e-01,7.839999794960021973e-01,7.876666784286499023e-01,7.901666760444641113e-01,7.928333282470703125e-01,7.965000271797180176e-01,7.979999780654907227e-01,7.988333106040954590e-01,7.985000014305114746e-01,7.988333106040954590e-01,7.988333106040954590e-01,7.990000247955322266e-01,7.990000247955322266e-01,7.991666793823242188e-01,7.991666793823242188e-01,0.000000000000000000e+00
7.999999821186065674e-02,6.113333106040954590e-01,7.181666493415832520e-01,7.459999918937683105e-01,7.633333206176757812e-01,7.720000147819519043e-01,7.818333506584167480e-01,7.885000109672546387e-01,7.918333411216735840e-01,7.944999933242797852e-01,7.971666455268859863e-01,7.986666560173034668e-01,7.998333573341369629e-01,8.001666665077209473e-01,8.004999756813049316e-01,8.008333444595336914e-01,8.008333444595336914e-01,8.008333444595336914e-01,8.008333444595336914e-01,8.009999990463256836e-01,8.008333444595336914e-01,0.000000000000000000e+00
4.916666820645332336e-02,5.618333220481872559e-01,7.164999842643737793e-01,7.541666626930236816e-01,7.731666564941406250e-01,7.856666445732116699e-01,7.903333306312561035e-01,7.948333621025085449e-01,7.983333468437194824e-01,7.986666560173034668e-01,8.009999990463256836e-01,7.996666431427001953e-01,7.991666793823242188e-01,7.991666793823242188e-01,7.993333339691162109e-01,7.998333573341369629e-01,7.998333573341369629e-01,7.998333573341369629e-01,7.998333573341369629e-01,8.000000119209289551e-01,8.000000119209289551e-01,0.000000000000000000e+00
8.116666972637176514e-02,5.410000085830688477e-01,6.948333382606506348e-01,7.406666874885559082e-01,7.631666660308837891e-01,7.761666774749755859e-01,7.845000028610229492e-01,7.908333539962768555e-01,7.958333492279052734e-01,8.001666665077209473e-01,8.028333187103271484e-01,8.041666746139526367e-01,8.038333058357238770e-01,8.034999966621398926e-01,8.036666512489318848e-01,8.033333420753479004e-01,8.038333058357238770e-01,8.034999966621398926e-01,8.034999966621398926e-01,8.034999966621398926e-01,8.034999966621398926e-01,0.000000000000000000e+00
7.716666907072067261e-02,5.855000019073486328e-01,7.014999985694885254e-01,7.419999837875366211e-01,7.620000243186950684e-01,7.761666774749755859e-01,7.854999899864196777e-01,7.900000214576721191e-01,7.948333621025085449e-01,7.985000014305114746e-01,8.004999756813049316e-01,8.016666769981384277e-01,8.015000224113464355e-01,8.003333210945129395e-01,8.003333210945129395e-01,8.003333210945129395e-01,8.001666665077209473e-01,8.004999756813049316e-01,8.004999756813049316e-01,8.003333210945129395e-01,8.001666665077209473e-01,0.000000000000000000e+00
8.483333140611648560e-02,4.920000135898590088e-01,7.311666607856750488e-01,7.683333158493041992e-01,7.870000004768371582e-01,7.976666688919067383e-01,8.046666383743286133e-01,8.106666803359985352e-01,8.128333091735839844e-01,8.159999847412109375e-01,8.184999823570251465e-01,8.201666474342346191e-01,8.216666579246520996e-01,8.220000267028808594e-01,8.218333125114440918e-01,8.218333125114440918e-01,8.220000267028808594e-01,8.218333125114440918e-01,8.223333358764648438e-01,8.224999904632568359e-01,8.224999904632568359e-01,0.000000000000000000e+00
