9.733333438634872437e-02,7.484999895095825195e-01,7.823333144187927246e-01,8.006666898727416992e-01,8.109999895095825195e-01,8.180000185966491699e-01,8.230000138282775879e-01,8.258333206176757812e-01,8.286666870117187500e-01,8.291666507720947266e-01,8.311666846275329590e-01,8.278333544731140137e-01,8.264999985694885254e-01,8.263333439826965332e-01,8.263333439826965332e-01,8.266666531562805176e-01,8.268333077430725098e-01,8.268333077430725098e-01,8.271666765213012695e-01,8.273333311080932617e-01,8.274999856948852539e-01,0.000000000000000000e+00
1.358333379030227661e-01,7.531666755676269531e-01,7.853333353996276855e-01,8.029999732971191406e-01,8.128333091735839844e-01,8.183333277702331543e-01,8.236666917800903320e-01,8.286666870117187500e-01,8.308333158493041992e-01,8.328333497047424316e-01,8.336666822433471680e-01,8.330000042915344238e-01,8.324999809265136719e-01,8.326666951179504395e-01,8.324999809265136719e-01,8.326666951179504395e-01,8.328333497047424316e-01,8.326666951179504395e-01,8.326666951179504395e-01,8.328333497047424316e-01,8.330000042915344238e-01,0.000000000000000000e+00
1.045000031590461731e-01,7.616666555404663086e-01,7.889999747276306152e-01,8.011666536331176758e-01,8.096666932106018066e-01,8.138333559036254883e-01,8.153333067893981934e-01,8.188333511352539062e-01,8.190000057220458984e-01,8.201666474342346191e-01,8.201666474342346191e-01,8.228333592414855957e-01,8.238333463668823242e-01,8.236666917800903320e-01,8.233333230018615723e-01,8.231666684150695801e-01,8.233333230018615723e-01,8.234999775886535645e-01,8.231666684150695801e-01,8.230000138282775879e-01,8.230000138282775879e-01,0.000000000000000000e+00
1.266666650772094727e-01,7.388333082199096680e-01,7.851666808128356934e-01,7.976666688919067383e-01,8.066666722297668457e-01,8.103333115577697754e-01,8.143333196640014648e-01,8.171666860580444336e-01,8.199999928474426270e-01,8.215000033378601074e-01,8.238333463668823242e-01,8.236666917800903320e-01,8.238333463668823242e-01,8.236666917800903320e-01,8.238333463668823242e-01,8.238333463668823242e-01,8.238333463668823242e-01,8.243333101272583008e-01,8.243333101272583008e-01,8.243333101272583008e-01,8.243333101272583008e-01,0.000000000000000000e+00
1.098333299160003662e-01,7.580000162124633789e-01,7.978333234786987305e-01,8.158333301544189453e-01,8.251666426658630371e-01,8.291666507720947266e-01,8.355000019073486328e-01,8.366666436195373535e-01,8.396666646003723145e-01,8.403333425521850586e-01,8.428333401679992676e-01,8.406666517257690430e-01,8.389999866485595703e-01,8.391666412353515625e-01,8.389999866485595703e-01,8.389999866485595703e-01,8.388333320617675781e-01,8.388333320617675781e-01,8.386666774749755859e-01,8.386666774749755859e-01,8.388333320617675781e-01,0.000000000000000000e+00
4.033333435654640198e-02,7.328333258628845215e-01,7.726666927337646484e-01,7.883333563804626465e-01,7.994999885559082031e-01,8.069999814033508301e-01,8.125000000000000000e-01,8.151666522026062012e-01,8.159999847412109375e-01,8.186666369438171387e-01,8.190000057220458984e-01,8.238333463668823242e-01,8.251666426658630371e-01,8.251666426658630371e-01,8.253333568572998047e-01,8.253333568572998047e-01,8.253333568572998047e-01,8.251666426658630371e-01,8.251666426658630371e-01,8.251666426658630371e-01,8.249999880790710449e-01,0.000000000000000000e+00
1.180000007152557373e-01,8.108333349227905273e-01,8.248333334922790527e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.278333544731140137e-01,8.274999856948852539e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,8.276666402816772461e-01,1.000000000000000000e+00
1.486999988555908203e-01,8.108333349227905273e-01,8.196666836738586426e-01,8.198333382606506348e-01,8.208333253860473633e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,8.211666941642761230e-01,1.000000000000000000e+00
1.070000007748603821e-01,8.259999752044677734e-01,8.306666612625122070e-01,8.311666846275329590e-01,8.318333625793457031e-01,8.311666846275329590e-01,8.306666612625122070e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,8.303333520889282227e-01,1.000000000000000000e+00
7.930000126361846924e-02,8.108333349227905273e-01,8.289999961853027344e-01,8.303333520889282227e-01,8.306666612625122070e-01,8.309999704360961914e-01,8.311666846275329590e-01,8.311666846275329590e-01,8.311666846275329590e-01,8.311666846275329590e-01,8.311666846275329590e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,8.313333392143249512e-01,1.000000000000000000e+00
